Age,Gender,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours,Occupation_Business Owner,Occupation_Freelancer,Occupation_Professional,Occupation_Student
41,1,1,2.9,6.9,5,7.8,5,5,0,3.6,0,0,1,0
29,0,0,11.2,6.0,8,6.4,8,38,5,8.3,0,1,0,0
46,1,0,6.3,4.4,6,8.6,10,49,1,5.5,0,1,0,0
20,1,1,2.3,4.2,10,8.3,2,21,4,7.1,0,0,0,1
34,1,0,10.3,3.4,9,6.9,3,36,1,12.7,0,0,0,1
46,1,1,2.4,1.2,2,7.4,7,13,4,8.0,0,0,1,0
47,0,0,6.1,6.8,10,6.8,4,53,4,2.5,0,1,0,0
34,2,1,6.9,4.7,4,6.8,2,39,3,13.8,0,0,0,1
32,0,0,9.9,7.3,9,7.4,9,36,5,9.9,0,0,1,0
35,0,0,2.2,5.8,8,6.0,3,21,2,10.1,0,1,0,0
54,0,0,4.7,4.1,10,6.3,7,27,3,11.4,0,1,0,0
21,0,0,10.6,5.2,7,7.0,1,54,4,9.4,1,0,0,0
27,2,0,1.5,4.2,9,6.2,8,10,4,13.3,1,0,0,0
60,0,1,2.6,2.5,3,7.2,2,45,1,4.9,0,1,0,0
24,0,0,10.2,4.6,1,8.4,1,34,0,11.5,0,1,0,0
23,0,1,6.4,7.3,5,7.9,5,43,2,10.1,1,0,0,0
60,0,0,11.5,7.5,9,7.0,2,21,5,12.7,1,0,0,0
40,2,0,5.9,1.4,9,5.0,1,47,5,12.5,0,0,1,0
52,0,0,3.4,6.7,4,5.0,4,20,0,11.5,1,0,0,0
44,0,0,11.7,5.9,3,6.2,2,34,0,12.4,0,0,0,1
55,2,1,7.1,3.6,9,5.0,3,44,6,8.0,0,0,0,1
32,0,0,11.4,1.8,9,7.0,10,57,5,13.1,1,0,0,0
53,1,1,8.0,6.6,4,4.9,9,56,0,11.5,0,0,0,1
21,2,1,10.7,6.7,8,8.0,1,37,4,9.8,1,0,0,0
42,1,0,6.5,4.3,2,6.5,8,8,4,12.1,0,1,0,0
51,2,0,2.3,4.8,4,6.6,7,47,0,4.3,1,0,0,0
44,2,1,6.2,0.8,9,8.8,4,37,3,13.3,1,0,0,0
52,0,0,10.9,7.7,10,5.5,5,21,1,2.3,1,0,0,0
48,0,1,3.8,5.2,5,8.6,10,11,5,5.3,0,0,1,0
54,0,1,5.1,2.9,9,7.4,2,35,5,13.6,0,0,1,0
33,1,1,10.0,1.7,9,4.9,10,15,3,3.9,1,0,0,0
48,1,1,2.3,5.6,6,9.0,10,56,0,13.1,1,0,0,0
37,0,0,1.5,0.7,5,5.9,9,49,0,5.3,0,0,1,0
23,1,1,2.6,7.1,10,7.3,7,10,0,11.7,0,0,0,1
43,0,1,6.8,6.2,8,7.5,10,56,1,5.4,0,0,1,0
20,2,0,6.4,4.3,1,4.3,1,19,1,13.0,1,0,0,0
50,0,0,2.8,0.6,8,4.8,2,54,5,8.7,1,0,0,0
54,2,1,2.5,3.7,9,5.6,3,30,2,2.7,1,0,0,0
51,1,0,6.2,7.3,10,7.3,2,18,5,3.1,0,0,1,0
54,2,1,11.0,1.9,9,6.6,5,35,2,13.1,0,1,0,0
57,1,0,10.9,1.1,4,6.4,1,53,6,7.0,0,1,0,0
27,1,0,11.9,1.0,7,6.0,6,25,1,7.0,0,1,0,0
25,1,0,9.9,1.3,4,4.6,10,55,6,5.7,0,1,0,0
46,1,1,5.6,1.8,5,7.1,9,11,0,11.5,0,0,0,1
29,2,0,7.6,6.5,7,6.9,2,53,5,9.4,1,0,0,0
28,0,0,2.3,2.6,1,6.7,4,50,5,2.8,1,0,0,0
31,0,1,2.1,7.9,9,6.6,2,17,3,6.8,0,0,1,0
30,2,1,4.6,4.4,2,5.9,3,24,6,13.9,1,0,0,0
26,1,0,11.6,1.1,9,4.7,4,56,4,3.3,0,0,1,0
20,1,1,8.6,3.2,7,6.3,9,60,3,7.0,0,1,0,0
45,0,1,9.0,6.7,1,5.4,2,15,1,3.2,1,0,0,0
23,2,1,2.4,2.2,4,8.3,6,6,6,10.5,0,1,0,0
45,0,0,5.2,1.8,7,8.6,5,47,6,3.6,0,1,0,0
30,2,0,7.5,1.4,6,4.1,1,19,2,4.2,0,1,0,0
58,1,0,11.8,2.6,5,4.2,2,49,6,9.2,0,1,0,0
27,0,0,1.3,0.8,5,6.1,1,42,2,3.1,0,0,1,0
56,1,0,10.8,3.3,2,4.6,8,51,3,2.6,0,1,0,0
34,0,0,2.3,6.6,4,6.7,5,31,6,12.5,0,0,0,1
38,0,1,11.6,8.0,6,6.2,2,56,4,6.1,0,1,0,0
22,1,1,8.3,2.1,1,5.6,3,10,0,13.7,0,1,0,0
23,0,0,6.0,5.2,9,4.1,2,17,4,5.2,0,0,0,1
42,1,1,10.2,4.6,7,6.1,2,29,3,6.9,1,0,0,0
53,1,1,3.9,6.2,9,4.5,6,32,5,2.3,0,0,1,0
43,0,0,4.4,5.9,6,7.6,9,39,2,3.1,0,0,1,0
53,1,1,6.3,7.8,2,5.0,4,58,6,10.3,0,0,0,1
38,0,1,3.1,3.5,3,5.7,9,10,2,4.7,0,1,0,0
35,1,1,5.7,5.6,10,7.2,6,51,4,5.0,0,0,1,0
51,2,1,10.5,3.8,6,7.7,2,39,2,10.8,0,0,0,1
47,2,1,8.8,4.9,2,7.5,6,14,2,6.0,0,1,0,0
18,1,0,7.6,4.0,7,5.7,3,40,6,7.8,1,0,0,0
57,0,0,3.3,7.1,2,4.2,6,43,3,9.9,0,0,1,0
55,2,0,2.8,5.4,9,6.1,7,11,1,9.1,0,0,1,0
51,2,0,7.6,4.6,10,5.7,3,10,5,5.8,0,0,0,1
44,1,0,6.2,3.8,10,8.9,4,53,3,7.8,0,0,1,0
25,2,0,6.5,5.1,3,7.6,5,13,3,13.3,0,0,1,0
44,0,1,11.6,7.6,3,6.4,5,35,2,9.7,1,0,0,0
27,1,0,8.7,6.9,8,8.1,10,6,1,3.3,0,0,0,1
27,2,1,8.8,4.4,9,7.7,4,6,5,4.5,0,1,0,0
54,1,1,1.4,6.6,9,8.9,5,54,3,6.8,0,1,0,0
55,1,0,10.7,1.5,7,9.0,9,53,0,4.1,0,1,0,0
55,2,1,3.9,5.7,3,8.7,7,20,0,3.6,0,1,0,0
24,2,1,9.6,3.1,2,7.7,6,57,4,11.3,0,0,0,1
24,0,1,7.7,2.1,8,4.4,9,54,0,6.4,0,0,1,0
54,1,1,4.6,4.6,1,8.4,9,39,5,5.0,1,0,0,0
24,0,0,6.4,2.1,9,4.9,6,35,4,11.9,0,1,0,0
36,1,1,12.0,0.8,2,4.3,8,13,4,6.8,0,0,0,1
52,0,0,6.8,3.7,9,7.1,10,51,4,13.0,0,0,1,0
40,1,0,1.9,6.6,2,8.2,9,9,6,8.2,0,1,0,0
44,1,0,5.0,2.8,7,6.1,2,6,4,10.6,0,0,1,0
34,0,1,11.1,7.2,9,7.5,9,11,5,4.5,0,0,1,0
42,0,1,7.9,6.4,1,8.3,8,42,6,2.1,0,0,0,1
59,1,1,10.8,6.0,7,6.4,7,56,0,7.5,0,1,0,0
49,0,1,6.6,1.4,5,4.7,9,44,6,6.3,0,0,1,0
54,2,1,1.1,7.4,4,7.5,10,28,4,11.8,0,0,0,1
56,1,0,2.1,6.2,4,5.7,9,59,6,2.1,1,0,0,0
48,1,1,10.1,3.6,7,6.5,8,7,0,7.4,0,0,0,1
20,0,1,7.5,4.8,7,7.2,3,34,0,7.5,0,1,0,0
29,0,1,11.8,4.7,7,5.7,10,23,3,5.6,0,0,1,0
35,1,1,1.6,7.4,5,6.6,6,30,6,12.2,1,0,0,0
43,0,1,11.7,7.3,4,6.0,7,6,0,2.2,1,0,0,0
27,2,1,2.1,7.1,1,5.5,9,50,2,5.0,0,0,0,1
57,1,0,6.1,8.0,4,7.6,2,35,6,13.0,0,0,1,0
56,0,1,2.6,1.5,2,4.1,8,32,0,4.5,1,0,0,0
43,1,0,10.5,5.8,6,6.3,7,25,3,13.9,1,0,0,0
20,1,0,3.5,6.3,6,7.8,10,52,5,3.9,1,0,0,0
43,0,1,9.2,6.7,7,8.0,1,19,0,4.2,0,0,1,0
39,2,1,7.6,5.1,4,8.5,3,22,1,11.5,0,1,0,0
33,2,1,1.4,7.6,2,5.6,1,54,2,2.2,0,1,0,0
21,2,0,1.3,6.7,8,6.8,2,45,4,11.8,0,0,1,0
48,2,0,8.4,2.3,8,5.8,6,7,6,11.8,0,1,0,0
35,0,0,8.6,4.3,7,8.8,8,54,2,4.8,0,0,1,0
41,0,1,6.0,6.7,5,8.9,7,37,1,13.3,0,1,0,0
19,2,1,4.8,7.4,9,5.5,8,30,3,9.5,0,0,0,1
39,0,0,7.5,4.7,2,5.1,1,25,0,4.7,0,0,1,0
37,2,0,10.1,5.2,8,8.9,9,40,6,9.9,0,0,0,1
37,1,0,9.4,7.0,8,7.9,1,48,4,2.7,0,0,1,0
35,1,1,4.9,0.8,8,7.7,6,37,1,5.8,0,0,0,1
49,2,0,11.0,0.6,2,4.6,6,51,0,10.3,0,0,0,1
24,2,1,1.9,7.6,1,4.4,10,40,6,3.5,0,0,1,0
32,0,0,8.3,7.1,2,8.7,8,50,4,5.4,0,0,1,0
26,0,1,5.3,1.9,7,6.0,9,27,5,6.8,1,0,0,0
37,0,0,9.1,5.7,9,5.2,6,26,0,2.4,1,0,0,0
46,1,0,4.2,6.3,8,4.1,6,5,0,8.2,0,1,0,0
38,2,1,1.6,6.7,10,7.8,7,18,3,4.6,0,1,0,0
35,2,1,3.5,4.1,7,4.4,10,52,5,8.9,1,0,0,0
44,0,1,8.1,5.3,8,6.0,4,43,3,13.3,0,1,0,0
56,2,0,3.4,4.5,3,7.9,4,58,5,3.7,0,0,1,0
59,1,1,1.3,6.7,2,5.4,4,58,5,4.2,0,0,0,1
23,2,0,9.4,2.5,7,9.0,9,15,0,11.9,0,0,0,1
30,0,1,11.0,3.3,10,8.5,6,52,1,11.7,1,0,0,0
46,0,1,1.1,7.9,7,7.7,5,23,4,8.1,1,0,0,0
31,2,0,8.2,5.4,8,7.0,7,24,2,8.2,0,0,0,1
44,0,0,11.0,3.5,10,7.7,7,42,6,5.0,0,0,0,1
49,1,0,7.5,4.5,4,5.5,6,43,5,6.3,0,0,1,0
51,1,1,10.3,1.5,2,5.3,6,54,4,11.0,0,0,0,1
41,1,0,9.5,3.3,4,4.6,3,6,0,8.6,0,0,0,1
21,2,0,6.9,3.9,2,7.3,6,9,6,13.5,0,1,0,0
50,2,0,8.9,5.9,1,5.2,3,17,0,10.9,0,0,1,0
28,1,0,11.1,2.3,10,5.3,4,44,4,3.9,0,0,0,1
22,1,0,6.4,2.9,3,6.2,2,20,1,5.3,0,0,1,0
37,2,1,9.3,3.6,1,7.1,4,26,1,9.2,0,0,0,1
50,2,0,2.0,4.3,10,5.1,7,60,4,12.5,1,0,0,0
43,0,1,9.2,2.1,7,7.6,4,57,4,7.6,0,1,0,0
26,2,1,4.1,2.3,5,5.1,9,46,0,2.5,0,0,0,1
51,2,1,5.6,5.4,10,6.8,7,34,4,4.9,1,0,0,0
54,0,1,7.6,7.0,7,8.4,9,55,0,6.7,1,0,0,0
19,2,0,4.8,4.6,10,6.6,1,13,2,8.8,0,0,0,1
29,0,0,9.3,2.2,4,8.4,8,11,5,12.6,0,0,1,0
30,0,1,5.2,1.8,1,5.2,8,26,2,11.1,0,0,0,1
30,2,1,10.0,7.7,5,5.6,1,44,1,11.4,0,1,0,0
21,2,1,9.9,5.2,6,7.0,5,6,2,4.4,0,0,1,0
33,2,0,9.4,6.0,7,8.8,8,36,2,11.6,0,0,0,1
20,2,0,3.9,4.1,10,5.2,5,51,3,9.0,1,0,0,0
47,1,1,1.2,0.7,4,7.1,10,43,5,5.7,0,0,1,0
21,0,0,11.9,3.7,7,8.3,4,8,2,8.0,0,1,0,0
41,1,1,8.3,0.8,10,8.7,3,33,3,9.9,0,0,0,1
30,0,0,8.6,5.4,5,4.5,2,44,0,11.9,0,0,0,1
35,0,1,6.9,5.2,1,4.2,2,36,3,11.6,0,0,0,1
41,2,1,11.1,3.4,3,4.8,5,27,2,9.7,1,0,0,0
47,0,1,11.7,2.8,2,9.0,2,44,0,6.9,1,0,0,0
50,2,1,11.4,7.6,1,8.0,5,7,4,12.3,0,0,1,0
43,2,1,11.7,6.9,8,4.5,2,10,2,2.8,0,1,0,0
58,0,0,2.3,6.0,7,5.5,3,34,3,7.0,0,0,0,1
25,2,0,10.1,6.5,1,8.8,2,6,6,5.0,0,0,1,0
19,2,1,4.7,7.4,1,6.2,10,14,6,4.3,0,0,0,1
33,0,0,11.8,3.7,8,4.7,8,11,3,2.5,0,0,0,1
41,1,0,1.8,6.1,7,6.1,9,40,2,9.3,0,1,0,0
49,0,0,5.7,2.2,1,8.0,9,38,4,8.4,0,0,1,0
56,0,1,3.4,5.4,9,9.0,4,37,3,6.9,0,0,0,1
46,2,1,11.1,1.7,8,8.3,1,48,6,6.2,1,0,0,0
29,1,1,3.3,7.8,4,8.0,5,56,5,4.2,0,0,0,1
48,2,1,7.4,5.6,5,8.9,1,55,6,4.0,0,1,0,0
55,1,1,7.5,1.2,10,4.8,3,60,2,5.9,0,0,1,0
53,1,1,2.1,1.4,7,5.8,7,44,4,5.5,0,0,1,0
40,1,0,1.2,4.4,6,6.0,6,17,5,12.7,0,0,0,1
40,2,0,5.1,1.5,9,5.8,8,45,6,5.1,0,0,1,0
28,2,0,3.5,4.8,10,4.7,3,54,6,11.1,0,1,0,0
34,0,0,1.8,0.9,8,7.1,2,45,2,10.8,0,0,1,0
23,1,0,7.0,3.8,6,4.6,2,36,4,13.2,0,1,0,0
36,0,0,7.5,6.5,5,9.0,4,27,3,8.9,0,0,0,1
19,0,0,10.0,4.1,2,6.1,7,16,1,11.8,0,0,0,1
42,0,1,6.6,1.0,6,6.0,4,45,1,5.7,1,0,0,0
21,0,1,9.6,5.4,2,8.7,2,43,4,10.9,0,0,1,0
28,2,0,6.8,7.8,6,5.6,4,26,5,9.1,1,0,0,0
54,0,0,6.9,5.6,4,7.7,5,26,6,7.3,0,1,0,0
31,1,1,4.6,2.4,2,4.8,5,18,0,6.7,0,0,1,0
32,1,0,4.4,4.6,8,6.0,5,25,4,6.7,0,0,1,0
59,1,0,8.4,6.0,6,4.3,4,32,0,12.1,0,0,1,0
32,1,0,2.2,2.8,8,8.7,1,53,1,4.6,0,0,0,1
31,0,1,6.2,3.0,4,5.9,3,57,6,2.4,1,0,0,0
35,0,1,2.3,6.3,2,8.4,2,53,5,13.0,0,1,0,0
59,1,0,10.1,6.2,1,5.4,2,23,3,13.0,1,0,0,0
44,2,1,4.8,0.6,4,8.9,3,13,1,5.2,0,0,0,1
50,2,1,2.5,6.9,3,5.2,3,40,3,6.2,0,0,1,0
19,1,1,1.4,4.2,7,6.9,3,36,0,3.9,1,0,0,0
18,1,0,11.3,7.1,3,4.9,8,37,1,13.3,0,0,1,0
48,0,1,3.2,6.4,8,6.8,5,49,3,5.3,0,0,0,1
26,0,0,1.2,4.1,2,4.1,4,32,0,8.0,0,0,0,1
59,0,1,9.9,2.7,10,7.6,9,56,1,8.3,0,1,0,0
29,2,0,9.1,5.3,9,9.0,10,33,5,5.1,1,0,0,0
56,2,1,4.3,2.8,6,5.8,10,52,1,10.5,0,1,0,0
18,1,0,12.0,1.9,4,6.0,2,31,1,10.7,0,1,0,0
32,0,0,9.2,2.0,6,7.0,6,33,6,5.8,0,1,0,0
34,1,1,9.4,7.5,9,4.4,10,43,0,10.2,0,0,0,1
56,2,1,6.5,1.1,10,8.1,5,54,0,7.3,1,0,0,0
37,1,0,10.1,7.2,10,5.8,5,59,5,13.2,0,0,0,1
59,2,1,4.8,6.6,5,5.8,6,6,6,2.7,0,1,0,0
35,1,0,1.7,2.7,2,5.7,6,7,4,11.1,0,1,0,0
45,0,1,8.4,7.6,5,7.1,5,13,6,4.4,1,0,0,0
42,0,0,3.5,6.9,3,4.4,9,24,6,2.3,1,0,0,0
40,0,0,7.6,7.5,7,8.2,1,18,5,2.3,0,0,1,0
47,2,0,10.3,1.1,10,5.1,2,52,2,8.3,0,1,0,0
34,2,0,6.2,4.9,10,5.4,3,54,3,13.5,0,0,0,1
31,1,1,9.6,0.8,8,4.9,5,40,1,3.6,1,0,0,0
47,2,1,11.1,4.6,2,7.4,1,23,3,7.5,0,0,1,0
37,1,0,5.8,2.2,3,7.1,1,47,3,11.2,0,1,0,0
51,0,0,1.0,6.9,9,4.6,6,24,2,6.5,0,0,1,0
57,1,1,7.2,4.1,10,7.8,9,30,5,2.2,0,0,0,1
43,0,0,4.2,5.0,9,8.2,9,39,2,9.3,1,0,0,0
55,0,1,9.4,2.6,1,7.4,9,21,1,4.6,0,1,0,0
24,1,0,11.6,3.3,1,6.2,6,5,3,8.8,0,0,0,1
18,2,1,3.4,5.0,10,6.7,6,8,4,7.3,0,0,1,0
50,0,1,1.8,7.8,1,7.5,5,38,2,11.4,0,0,1,0
60,2,0,5.0,5.1,2,5.3,5,9,2,3.6,1,0,0,0
41,2,1,7.9,1.7,10,6.7,3,41,4,13.5,0,0,1,0
53,1,0,10.2,3.0,9,7.7,5,17,1,4.6,0,0,1,0
59,2,0,2.7,3.0,5,7.5,6,48,0,12.3,0,0,0,1
56,1,0,2.5,7.4,6,5.4,6,8,5,4.9,0,1,0,0
56,2,1,1.1,4.1,6,8.5,6,54,3,9.8,0,1,0,0
36,1,0,3.5,4.6,1,4.5,3,39,5,7.3,1,0,0,0
37,0,0,1.6,4.2,10,6.9,3,34,0,9.2,0,1,0,0
24,2,0,10.1,2.3,8,4.0,3,9,3,12.0,0,0,0,1
48,0,1,4.9,5.8,6,4.0,8,44,3,8.8,0,0,1,0
22,2,1,7.4,2.7,5,5.7,10,50,5,3.4,1,0,0,0
39,1,0,4.8,1.4,3,6.1,9,32,3,2.4,0,0,0,1
35,0,0,11.9,6.7,1,7.0,4,53,6,13.0,0,0,1,0
58,2,0,5.9,5.8,5,7.6,7,6,4,4.6,1,0,0,0
38,1,1,10.2,1.0,8,4.2,10,29,0,3.1,1,0,0,0
35,1,1,2.8,6.0,1,5.8,6,21,1,4.5,0,0,0,1
34,1,0,1.0,5.9,2,8.8,8,39,6,11.7,0,1,0,0
59,2,0,9.0,6.6,7,4.7,8,45,4,11.9,0,1,0,0
59,2,1,9.3,3.0,7,7.9,2,40,3,5.7,0,0,1,0
37,1,1,10.2,1.3,4,9.0,1,6,5,4.7,0,1,0,0
30,0,1,9.6,1.5,7,4.5,5,25,1,12.4,0,0,1,0
27,1,0,10.6,2.8,8,8.8,10,13,1,13.6,0,0,0,1
51,2,1,11.2,3.0,8,5.4,8,5,5,10.6,1,0,0,0
33,2,0,8.3,2.4,4,6.0,4,13,4,6.5,0,0,0,1
21,1,1,2.2,5.5,7,4.2,6,46,2,13.0,0,0,1,0
56,2,0,2.9,2.4,7,6.3,8,34,2,5.2,1,0,0,0
43,1,0,10.6,3.1,4,8.5,4,35,0,7.1,1,0,0,0
60,0,0,3.0,4.7,8,6.6,2,58,2,13.9,1,0,0,0
38,2,1,9.6,5.4,1,7.6,10,19,1,13.1,0,0,1,0
26,1,0,2.6,2.2,7,5.5,7,19,2,10.1,0,0,0,1
19,1,0,5.1,1.3,5,8.6,7,10,0,11.7,1,0,0,0
59,0,1,7.4,5.5,6,4.6,1,19,3,13.6,1,0,0,0
49,0,1,6.8,4.5,9,8.5,8,9,3,11.2,0,0,1,0
36,2,1,7.2,6.2,10,8.2,6,45,2,5.9,1,0,0,0
34,1,1,4.0,2.5,4,7.2,2,50,3,3.9,0,0,1,0
44,0,0,5.4,2.7,7,7.2,1,5,0,5.1,1,0,0,0
43,0,1,10.5,0.8,8,6.8,9,18,1,10.3,0,1,0,0
42,2,1,2.8,4.4,1,5.7,5,47,4,13.7,0,0,0,1
20,0,1,7.2,1.7,6,7.2,10,36,4,3.8,0,0,0,1
55,0,1,2.8,1.2,5,4.8,9,33,6,13.9,0,0,1,0
54,2,1,4.7,1.7,10,4.2,1,58,1,9.8,0,0,0,1
30,0,0,10.8,2.4,4,5.3,6,33,3,11.9,0,0,1,0
39,1,0,10.3,2.8,10,4.3,3,17,0,8.8,0,0,1,0
32,0,0,1.2,0.5,6,4.5,4,21,3,8.9,0,1,0,0
52,2,1,7.0,2.6,10,4.9,8,30,0,7.7,0,1,0,0
58,2,1,5.1,7.8,3,7.4,10,16,3,4.0,0,0,1,0
48,1,0,10.1,6.2,9,4.1,5,25,0,12.8,1,0,0,0
60,0,0,7.5,4.9,3,5.6,7,16,5,9.5,1,0,0,0
40,1,1,1.1,4.6,8,6.6,5,9,5,5.4,0,0,1,0
50,2,1,7.3,2.1,2,5.0,9,60,3,4.8,0,1,0,0
37,1,0,4.3,6.5,5,7.5,9,53,4,6.2,0,0,1,0
28,2,0,5.2,3.2,7,5.7,7,21,6,3.1,1,0,0,0
60,0,0,7.6,3.8,1,5.2,10,60,1,12.8,1,0,0,0
53,1,0,5.7,7.0,1,7.1,2,10,3,8.2,0,0,0,1
29,0,1,5.4,5.8,1,4.7,8,38,6,8.8,0,0,1,0
36,2,1,8.0,1.5,2,5.0,2,18,3,12.3,0,0,1,0
24,2,1,2.0,2.2,4,6.0,7,33,5,4.6,0,0,1,0
48,1,0,9.6,1.0,8,6.2,5,48,2,3.3,0,1,0,0
26,2,0,2.9,1.1,10,5.7,2,56,3,4.6,0,0,1,0
34,2,0,7.7,4.1,2,8.4,10,25,6,4.8,0,0,0,1
53,1,1,11.1,3.2,2,8.8,2,49,4,8.2,0,0,1,0
29,2,1,10.8,5.4,6,8.8,3,26,4,2.8,0,0,0,1
39,2,1,11.4,2.5,1,5.7,6,32,5,12.0,0,1,0,0
59,1,0,1.2,7.8,8,7.3,5,33,2,4.5,0,1,0,0
23,0,0,7.1,3.4,2,6.4,3,58,3,9.2,0,1,0,0
32,2,0,10.8,3.1,3,5.0,6,48,0,4.3,0,0,1,0
40,2,1,7.4,4.9,10,6.9,10,27,3,11.5,0,0,1,0
32,1,1,2.3,2.9,10,4.3,8,50,6,2.1,0,0,1,0
37,1,1,4.9,6.9,8,6.1,4,31,5,6.6,0,0,1,0
44,2,1,8.1,1.0,10,8.5,8,48,5,12.6,0,0,0,1
39,2,0,11.4,3.3,1,4.1,9,16,1,6.6,0,1,0,0
41,0,1,10.7,5.6,10,4.5,1,41,0,10.2,0,0,0,1
34,2,0,3.4,1.9,10,4.2,7,55,2,11.1,0,0,0,1
55,1,0,3.0,0.5,9,4.3,1,47,3,7.1,0,1,0,0
36,2,1,10.1,2.4,9,4.2,1,39,0,12.6,0,0,0,1
47,0,1,4.6,4.1,5,4.3,10,35,1,10.6,0,1,0,0
25,2,0,9.1,2.3,8,5.3,8,15,5,3.7,0,0,0,1
48,1,0,7.3,5.7,8,4.4,2,53,2,12.8,1,0,0,0
21,0,0,6.5,5.6,2,7.7,7,49,5,12.8,1,0,0,0
58,0,0,3.4,3.3,3,5.4,3,5,2,8.5,0,0,1,0
55,1,0,1.2,5.2,1,8.4,3,33,3,7.9,0,0,1,0
55,0,0,5.4,6.3,8,8.0,2,60,4,6.7,0,0,0,1
57,2,0,4.7,3.2,4,8.9,7,38,3,2.2,0,0,0,1
22,0,1,9.5,0.8,6,4.8,10,57,3,2.4,0,0,0,1
48,2,0,11.7,5.1,6,5.7,4,56,0,12.2,1,0,0,0
30,0,0,10.9,7.9,9,7.2,8,60,6,6.5,0,0,0,1
50,1,1,10.8,2.3,6,8.0,3,35,4,9.6,0,1,0,0
25,1,1,5.1,3.5,1,8.7,6,20,6,9.4,0,0,0,1
42,0,1,10.8,2.1,7,4.3,6,15,0,8.5,0,0,0,1
51,0,0,1.1,3.3,3,4.1,7,25,1,8.3,0,0,0,1
37,2,0,10.4,7.3,8,7.4,2,18,1,8.2,0,0,1,0
44,1,1,11.3,2.3,5,5.2,1,10,5,4.9,0,0,0,1
21,2,0,10.7,4.5,7,7.4,7,56,0,5.6,0,0,0,1
27,0,0,5.8,4.0,5,4.3,4,15,2,2.8,0,0,1,0
26,1,1,6.0,2.2,10,8.2,2,60,3,10.6,0,0,1,0
30,1,1,4.9,2.7,8,6.0,8,57,4,3.9,0,0,0,1
39,0,1,7.0,0.9,5,6.6,10,21,2,11.0,0,0,1,0
44,0,0,10.5,7.6,5,5.6,9,28,6,11.5,1,0,0,0
54,1,0,5.5,6.0,2,5.3,5,54,1,3.5,0,0,0,1
47,2,0,5.8,7.1,1,8.1,8,13,6,9.7,1,0,0,0
27,1,0,3.4,6.4,8,4.1,4,33,2,2.6,0,0,0,1
38,0,1,5.8,3.8,8,8.6,1,40,6,13.5,0,0,1,0
29,2,0,11.7,3.6,7,7.5,4,28,2,7.6,0,0,1,0
23,2,1,3.9,4.1,7,6.5,6,11,0,4.2,1,0,0,0
49,2,0,2.1,1.8,6,6.1,6,25,0,12.1,0,1,0,0
39,0,1,8.9,7.3,4,7.6,8,40,6,7.6,1,0,0,0
58,2,0,11.8,1.8,6,4.1,6,49,5,10.7,0,0,0,1
29,1,1,5.5,7.8,6,4.1,9,48,1,3.6,0,0,1,0
38,0,0,10.6,2.0,2,6.0,9,45,6,4.3,1,0,0,0
58,2,1,5.7,1.7,1,6.4,7,10,3,13.3,0,0,0,1
21,1,1,8.3,7.2,2,5.6,9,9,5,12.8,1,0,0,0
18,0,0,7.5,4.1,9,6.1,3,29,6,6.4,0,0,1,0
46,2,0,9.0,2.5,10,6.4,5,20,0,6.2,0,0,0,1
35,2,1,9.0,5.3,8,5.2,6,31,0,6.7,1,0,0,0
31,0,0,1.6,1.1,10,8.9,5,30,4,8.7,0,0,1,0
28,0,1,7.8,7.2,6,6.0,10,25,2,8.9,0,1,0,0
54,2,0,7.0,2.3,1,5.9,7,39,2,9.8,0,1,0,0
28,2,1,11.6,7.2,4,4.8,4,59,3,6.1,1,0,0,0
49,2,1,5.2,5.8,6,5.8,1,9,4,2.7,1,0,0,0
23,2,1,9.5,5.1,3,6.7,4,21,5,10.1,0,0,0,1
26,0,0,6.8,4.3,5,6.7,1,25,2,2.5,0,0,0,1
57,2,1,8.7,3.2,10,4.3,3,19,6,3.1,0,0,0,1
45,0,0,7.4,2.1,9,6.6,1,56,0,10.3,0,0,1,0
58,1,0,6.9,2.9,5,6.1,1,32,0,9.1,0,0,1,0
45,0,1,7.4,3.9,10,4.2,9,45,4,12.4,0,0,0,1
43,1,0,3.3,4.2,5,6.2,4,38,2,5.5,0,0,1,0
45,1,1,8.2,5.8,5,4.4,5,19,4,9.3,1,0,0,0
48,1,0,4.8,7.3,4,4.8,4,30,0,2.1,0,0,0,1
42,1,1,1.5,7.4,1,4.8,7,9,3,8.8,0,1,0,0
18,1,0,7.2,5.1,3,5.6,10,47,0,13.7,0,1,0,0
20,1,0,6.6,7.9,10,4.9,9,56,0,2.3,1,0,0,0
52,0,0,10.3,2.7,8,4.3,2,58,5,3.1,0,0,0,1
30,1,0,7.6,0.8,6,5.1,6,27,4,11.7,0,0,0,1
41,2,0,7.8,6.5,6,5.1,5,47,4,11.3,1,0,0,0
18,2,0,7.4,1.9,4,4.1,1,43,6,5.5,0,0,0,1
38,0,1,3.9,1.9,10,6.3,4,58,5,8.7,0,1,0,0
51,1,0,3.5,1.0,10,7.3,4,52,0,6.5,0,0,1,0
30,0,0,4.3,4.8,5,8.2,1,47,1,6.4,0,0,1,0
19,0,1,1.0,4.3,7,5.1,1,34,5,5.6,0,1,0,0
18,2,1,11.7,3.3,5,6.4,5,12,2,9.2,0,0,1,0
58,2,1,1.7,2.8,10,4.4,6,21,6,10.8,0,0,0,1
